,util_linhas_inseguras,idade,vezes_passou_de_30_59_dias,razao_debito,salario_mensal,numero_linhas_crdto_aberto,numero_vezes_passou_90_dias,numero_emprestimos_imobiliarios,numero_de_vezes_que_passou_60_89_dias,numero_de_dependentes,inadimplente
29464,0.0,46,0,0.0,5700,6,0,0,0,1,0
29465,0.6059,38,0,0.168,5920,4,0,2,0,1,0
29466,0.6923,40,0,0.1078,6500,8,0,0,0,0,0
29467,0.0053,52,0,0.5311,8833,12,0,2,0,1,0
29468,0.3819,36,2,0.3059,6056,9,0,1,0,0,0
29469,0.0061,80,0,0.1493,13000,25,0,1,0,0,0
29470,0.4522,42,0,0.1237,656,5,1,0,0,0,0
29471,0.0533,63,0,0.2315,8000,11,0,2,0,0,0
29472,0.039,32,0,0.0068,5313,7,0,0,0,1,0
29473,0.8631,51,0,0.1493,3100,3,0,0,0,0,0
29474,0.0091,53,0,0.2007,13550,10,0,1,0,2,0
29475,0.0266,49,0,0.5746,1440,7,0,0,0,3,0
29476,0.735,44,0,0.3144,4000,9,0,1,1,0,0
29477,0.2027,57,0,0.2411,7200,9,0,1,0,2,0
29478,0.7444,51,2,0.4432,3715,7,0,1,0,0,0
29479,0.0234,60,0,0.4898,3296,11,0,0,0,0,0
29480,0.6652,51,0,0.3828,16650,28,0,3,0,0,0
29481,0.1315,44,4,0.19699999999999998,6461,5,6,0,0,2,0
29482,0.4487,50,0,0.5799,6300,8,0,2,0,2,0
29483,1.0,29,0,0.0,1833,0,2,0,0,0,0
29484,0.4917,72,0,0.2085,4166,11,0,0,0,0,0
29485,0.7789,54,0,0.3133,5600,5,0,1,0,0,0
29486,0.1104,57,0,0.22,12500,16,0,2,0,2,0
29487,0.2931,65,1,0.4009,5846,14,0,2,0,1,0
29488,0.1023,67,0,0.3278,4133,10,0,1,0,0,0
29489,0.4811,36,2,0.2599,4000,3,1,0,0,0,0
29490,0.08900000000000001,48,0,0.0131,16000,7,0,0,0,3,0
29491,0.1502,63,1,0.0466,5000,5,0,0,0,1,0
29492,0.7425,49,0,0.8352,7242,17,0,1,0,3,0
29493,0.1236,52,0,0.2429,6200,4,0,1,0,1,0
29494,0.1905,40,0,0.1009,8666,16,0,5,0,2,0
29495,0.0087,47,0,0.0511,7298,6,0,0,0,4,0
29496,0.0221,24,0,0.6407,820,6,0,0,0,0,0
29497,0.028999999999999998,74,0,0.2409,5354,8,0,1,0,0,0
29498,0.018000000000000002,65,0,0.1324,12939,7,0,1,0,2,0
29499,0.0074,54,0,0.3223,10800,9,0,1,0,1,0
29500,1.0,45,0,0.0846,2600,3,0,0,0,2,0
29501,0.4888,34,0,0.2735,4964,5,0,0,0,2,0
29502,0.019,65,0,0.0911,6050,12,0,0,0,0,0
29503,0.6776,47,0,0.6727,8000,9,0,2,0,0,0
29504,0.5359,65,0,0.4759,4000,8,0,2,0,0,0
29505,0.0,44,0,0.2748,6000,6,0,3,0,0,0
29506,0.0,22,0,0.0,820,2,0,0,0,0,0
29507,0.0267,44,0,0.3535,12450,12,0,4,0,0,0
29508,0.0744,37,0,0.0105,4750,3,0,0,0,0,0
29509,0.0,34,0,0.2286,6150,8,0,1,0,1,0
29510,1.0,52,0,0.1841,12250,4,0,1,0,3,0
29511,0.0385,53,0,0.2149,9583,8,0,2,0,0,0
29512,0.0029,61,0,0.2694,12000,12,0,2,0,0,0
29513,0.7892,43,0,0.1728,8500,6,0,1,0,0,0
29514,0.1767,58,1,0.2105,13000,6,0,1,0,2,0
29515,0.2091,60,1,0.3171,5600,14,0,2,0,0,0
29516,0.0153,71,0,0.2919,10000,7,0,1,0,0,0
29517,0.4988,48,1,0.1336,2300,11,0,1,1,0,0
29518,1.0,31,1,0.2092,1600,3,1,0,0,0,0
29519,0.0883,38,0,0.0329,9000,6,0,0,0,0,0
29520,1.0,31,0,0.0,0,0,0,0,0,0,0
29521,0.517,55,1,0.0039,3800,2,0,0,0,0,0
29522,0.1046,44,2,0.3784,8733,14,1,1,0,0,0
29523,0.1018,22,0,0.0773,3000,2,0,0,0,0,0
29524,0.2384,40,0,0.327,4583,3,0,2,0,4,0
29525,0.0463,38,0,0.3244,9166,10,1,2,0,3,0
29526,0.4605,49,0,0.1408,3728,8,0,1,0,0,0
29527,0.0539,47,0,0.3443,4725,6,0,2,0,3,0
29528,0.0826,49,0,0.053,7660,21,0,0,0,2,0
29529,0.0051,85,0,0.0013,2314,4,0,0,0,0,0
29530,0.1657,37,0,0.2023,8900,3,0,1,0,1,0
29531,0.3754,41,0,0.9388,3200,11,0,2,0,1,0
29532,0.5233,41,0,0.4048,14000,12,0,4,0,5,0
29533,0.2561,41,0,0.2889,9416,11,0,1,0,4,0
29534,0.9184,49,4,0.2956,6200,13,1,1,1,0,1
29535,0.1551,45,3,0.2689,6541,6,13,0,1,0,1
29536,0.2482,69,0,0.5741,7500,15,0,3,0,0,0
29537,0.0079,81,0,0.0046,6720,11,0,0,0,0,0
29538,0.6953,41,0,0.4185,3500,9,0,1,0,2,0
29539,0.8440000000000001,62,1,0.1311,1625,10,0,1,0,0,0
29540,0.0,42,0,0.4232,7900,18,0,1,0,1,0
29541,0.0005,64,0,0.0005,7800,13,0,0,0,0,0
29542,0.8819,81,0,0.2394,4167,7,0,2,0,1,0
29543,0.0043,89,0,0.0012,11000,10,0,0,0,0,0
29544,0.0173,55,0,0.3055,5000,10,0,1,0,1,0
29545,0.2242,57,0,0.1597,3743,7,0,0,0,0,0
29546,0.1423,31,0,0.7669,2500,6,0,1,0,0,0
29547,0.0232,69,0,0.0312,800,3,0,0,0,0,0
29548,0.8555,53,0,0.4223,12250,9,0,1,0,2,0
29549,0.0205,44,0,0.1042,4000,7,0,0,0,0,0
29550,0.132,62,0,0.1327,3255,16,0,0,1,0,0
29551,0.5692,46,0,0.0617,3983,3,1,0,0,0,0
29552,0.0,60,0,0.2042,8500,5,0,1,0,0,0
29553,0.0693,31,0,0.2387,2324,7,0,0,0,0,0
29554,0.2355,63,0,0.0516,3000,5,0,0,0,0,0
29555,0.509,55,0,0.0896,4642,3,0,0,0,0,0
29556,0.1356,47,1,0.5053,7416,17,0,3,0,1,0
29557,0.2458,39,1,0.0114,9370,7,0,0,1,4,0
29558,0.6068,70,0,0.2477,12500,11,0,2,0,1,0
29559,0.4837,60,0,0.8,8896,22,0,2,0,3,0
29560,0.0367,50,0,0.0024,8000,1,0,0,0,2,0
29561,0.3572,44,0,0.3651,8300,9,0,1,0,2,0
29562,0.0333,50,0,0.2618,11398,9,0,2,0,3,0
29563,0.0,51,0,0.4913,5894,12,0,3,0,3,0
29564,0.0131,63,1,0.6923,9500,11,0,3,0,0,0
29565,0.0187,77,0,0.003,13716,11,0,0,0,0,0
29566,0.1598,57,0,0.5445,6565,18,0,3,0,1,0
29567,0.6297,41,0,0.5981,2400,8,0,0,0,0,0
29568,0.4511,45,0,0.4486,10540,8,0,2,0,2,0
29569,0.019,70,0,0.043,11500,7,0,0,0,1,0
29570,0.0094,85,0,0.2864,5833,24,0,2,0,0,0
29571,0.0094,65,0,0.1005,3333,3,0,0,0,0,0
29572,1.0,41,0,0.0,12958,1,0,0,0,0,0
29573,0.6465,57,2,0.6574,5775,15,1,0,1,1,1
29574,0.0402,62,0,0.2973,8533,9,0,2,0,0,0
29575,0.0927,42,0,0.2893,7400,6,0,1,0,2,0
29576,0.2037,38,0,0.2761,7583,17,0,2,0,0,0
29577,0.0186,67,0,0.2561,5576,12,0,2,0,1,0
29578,0.0988,70,0,0.0145,3109,4,0,0,0,1,0
29579,0.5688,29,0,0.89,0,2,0,0,0,0,0
29580,0.4654,31,0,0.8469,1580,11,0,0,0,0,0
29581,0.0,63,0,0.0002,12500,13,0,0,0,1,0
29582,1.0,38,0,0.6367,6800,11,0,1,0,0,0
29583,0.0049,56,0,0.0514,5000,5,0,0,0,0,0
29584,0.5515,46,0,0.0445,10997,3,0,0,0,2,0
29585,0.0053,64,0,0.1099,2628,7,0,1,0,0,0
29586,0.0,68,0,0.0028,1794060,15,0,1,0,0,0
29587,0.9998,24,0,0.3598,1500,3,0,0,0,0,0
29588,0.0615,77,0,0.2179,3000,10,0,1,0,0,0
29589,1.0,47,1,0.6069,3100,3,0,1,0,0,0
29590,0.0024,40,0,0.5858,1001,12,0,0,0,0,0
29591,0.14300000000000002,63,1,0.4867,2600,4,0,1,0,1,0
29592,0.5421,41,0,0.6064,5500,10,0,2,0,0,0
29593,0.0276,62,0,0.7551,4335,7,0,1,0,0,0
29594,0.5085,42,0,0.1737,17500,9,0,1,0,1,0
29595,0.0716,81,0,0.0199,2264,9,0,0,0,0,0
29596,0.0873,45,0,0.1088,5700,8,0,0,0,2,0
29597,0.2128,58,1,0.3583,9482,15,0,2,0,0,0
29598,0.5438,58,0,0.7453,2500,9,0,0,0,0,0
29599,0.0083,46,0,0.1237,4000,13,0,1,0,1,0
29600,0.1165,44,0,0.9485,1,15,0,1,0,2,0
29601,0.7703,31,0,0.268,5470,8,0,2,0,0,0
29602,0.059000000000000004,70,0,0.0987,7000,9,0,1,0,0,0
29603,0.0408,52,0,0.3613,4300,10,0,1,0,0,0
29604,0.0,49,0,0.8645,4000,12,0,1,0,0,0
29605,0.0614,71,0,0.3848,4500,11,0,1,0,0,0
29606,0.9437,44,0,0.6385,17200,16,0,4,0,2,0
29607,0.0,60,0,0.2798,25667,10,0,2,1,1,0
29608,0.9722,66,0,0.6664,5200,9,0,0,0,0,0
29609,0.5357,53,0,0.2577,3200,5,0,0,0,0,0
29610,0.4411,31,0,0.5715,4900,7,0,2,0,1,0
29611,0.9299,33,0,0.1658,5000,13,0,0,0,2,0
29612,0.1194,39,0,0.0204,2500,4,0,0,0,0,0
29613,0.0265,49,0,0.602,2750,11,0,1,0,0,0
29614,0.0632,67,0,0.0927,13000,10,0,2,0,0,0
29615,0.4747,42,0,0.9305,8779,15,0,4,0,3,0
29616,0.4176,72,0,0.4083,5306,7,0,1,0,0,0
29617,0.2518,43,0,0.6165,3850,13,0,3,0,0,0
29618,0.3208,46,0,0.1981,9667,13,0,1,0,0,0
29619,0.0592,69,0,0.5436,7058,15,0,1,0,1,0
29620,0.9554,37,0,0.3629,7506,5,0,2,0,3,0
29621,1.0,43,0,0.0,4583,7,0,0,0,0,0
29622,0.0747,42,0,0.3271,16000,5,0,3,0,1,0
29623,0.2665,47,0,0.2945,5130,15,0,1,0,0,0
29624,0.4591,54,0,0.2627,8509,3,0,1,0,3,0
29625,0.0211,54,0,0.0873,8256,8,0,1,0,2,0
29626,0.5894,65,0,0.6747,3092,12,0,1,0,0,0
29627,0.2095,58,0,0.3543,7800,9,0,1,0,2,0
29628,0.66,58,0,0.5676,4000,11,0,1,0,2,0
29629,0.0686,52,0,0.0912,10660,7,0,1,0,2,0
29630,1.0,58,1,0.3795,6154,5,0,1,3,2,0
29631,0.0044,46,0,0.1651,6805,4,0,1,0,2,0
29632,0.0653,55,0,0.3211,6050,8,0,1,0,2,0
29633,0.2216,25,0,0.0014,2211,1,0,0,0,0,0
29634,0.5631,44,0,0.5136,6000,14,3,1,0,0,0
29635,0.3591,46,1,0.1446,9583,7,0,0,0,1,0
29636,0.0511,70,0,0.0217,3278,5,0,0,0,0,0
29637,0.0015,72,0,0.0784,3955,11,0,0,0,0,0
29638,0.3627,35,0,0.4646,3740,13,0,1,0,0,0
29639,0.0,50,0,0.0,1200,4,0,0,0,0,0
29640,0.1021,64,0,0.0924,10700,9,0,1,0,0,0
29641,0.017,58,0,0.3924,10000,6,0,2,0,0,0
29642,0.0079,62,0,0.29,6499,9,0,2,0,1,0
29643,0.1012,41,2,0.3574,10330,4,0,1,2,2,0
29644,0.0113,78,0,0.0846,3425,4,0,0,0,0,0
29645,0.0626,63,1,0.4951,14666,13,0,2,0,0,0
29646,0.1418,49,0,0.042,9500,8,0,0,0,0,0
29647,0.0,35,0,0.2892,12833,8,0,2,0,2,0
29648,0.3324,52,0,0.5956,6500,18,0,1,0,0,0
29649,0.3523,40,0,0.2249,7500,4,0,2,0,0,0
29650,0.0319,94,0,0.0519,1000,4,0,0,0,0,0
29651,0.0139,67,0,0.005,9000,4,0,0,0,1,0
29652,0.5865,65,1,0.6702,1900,4,0,1,0,0,0
29653,0.0,37,2,0.1776,4920,5,0,1,0,0,0
29654,0.7062,37,2,0.1518,4666,7,0,2,0,1,0
29655,0.4633,79,0,0.2685,3995,4,0,0,0,0,0
29656,0.1298,46,0,0.2354,10400,10,0,2,0,2,0
29657,0.3666,50,0,0.3996,4001,4,0,1,0,0,0
29658,0.6114,35,0,0.14,7021,9,0,0,0,2,0
29659,0.4964,49,0,0.3784,3540,4,0,1,0,2,0
29660,0.4491,57,1,0.1661,13789,10,0,1,0,2,0
29661,0.08,48,1,0.1303,10201,19,0,1,0,1,0
29662,0.2813,43,0,0.0948,8016,4,0,0,0,4,0
29663,0.17600000000000002,32,0,0.359,3732,7,0,0,0,1,0
29664,0.83,43,0,0.1474,9500,5,0,0,0,0,0
29665,0.4209,42,0,0.7976,1600,8,0,0,0,0,0
29666,0.0117,71,0,0.0029,4200,6,0,0,0,0,0
29667,1.0,50,1,0.1773,2046,2,0,0,0,0,0
29668,0.3602,47,0,0.3128,13248,11,0,2,0,3,0
29669,0.0273,74,0,0.257,19670,7,0,2,0,0,0
29670,0.0914,43,1,0.7943,5924,15,0,3,0,2,0
29671,0.8579,50,0,0.5111,5225,9,0,1,0,0,0
29672,0.4599,42,0,0.6451,6183,21,0,3,0,2,0
29673,0.0,75,0,0.1432,5983,3,0,1,0,0,0
29674,0.12300000000000001,48,0,0.4757,8583,14,0,2,0,0,0
29675,0.4208,45,0,0.5628,6700,9,0,2,0,2,0
29676,0.0,30,1,0.3739,6500,10,0,1,0,2,0
29677,0.37799999999999995,54,0,0.5033,6520,21,0,1,0,1,0
29678,0.0135,30,0,0.192,1546,9,0,0,0,0,0
29679,0.1949,29,0,0.1559,700,11,0,2,0,4,0
29680,0.5689,43,1,0.1874,2155,3,1,0,1,0,1
29681,0.0274,49,1,0.3085,4800,13,0,2,0,2,0
29682,0.0026,52,0,0.6458,3500,8,0,2,0,2,0
29683,1.0,37,0,0.371,7500,7,0,2,0,2,0
29684,0.6191,47,0,0.2278,11608,24,0,0,0,0,0
29685,0.4542,31,0,0.3265,4988,9,0,0,0,2,0
29686,0.8652,37,0,0.3067,5500,6,0,1,0,1,0
29687,0.4538,60,0,0.1842,7045,12,0,0,0,1,0
29688,0.3265,70,0,0.1683,5287,3,0,1,0,0,0
29689,0.1265,39,0,0.3805,6283,8,0,1,0,3,0
29690,0.299,47,0,0.1254,5200,7,0,0,0,0,0
29691,0.0382,46,0,0.2735,6000,11,0,1,1,2,0
29692,0.24,31,1,0.1745,4355,4,0,0,0,4,0
29693,0.3555,30,0,0.3225,4750,7,0,1,0,3,0
29694,0.5167,33,0,0.2031,3534,2,0,0,0,0,0
29695,1.0,43,0,0.1729,8200,4,0,1,0,2,0
29696,0.9176,52,2,0.2595,2500,4,0,0,0,0,0
29697,0.3458,74,0,0.4749,4379,11,0,1,0,0,0
29698,0.7662,61,0,0.39299999999999996,9086,5,0,1,0,0,0
29699,1.0,53,1,0.608,1,13,0,2,0,0,0
29700,0.1803,52,0,0.5562,0,10,0,3,0,2,0
29701,0.0,64,0,0.0,4750,2,0,0,0,0,0
29702,0.5326,52,1,0.3838,6966,7,0,1,0,0,0
29703,0.1179,69,0,0.29600000000000004,4425,8,0,1,0,0,0
29704,0.2809,23,0,0.6,0,1,0,0,0,0,0
29705,0.1883,66,0,0.4882,5700,16,0,1,0,0,0
29706,0.1537,64,0,0.4009,6278,16,0,2,0,1,0
29707,0.1694,45,0,0.33899999999999997,8300,8,0,1,0,2,0
29708,0.8236,66,0,0.1147,3166,11,0,1,0,0,0
29709,0.9883,31,1,0.8212,4115,10,0,2,0,3,0
29710,0.4382,55,0,0.6535,9084,6,0,2,0,0,0
29711,0.4212,41,0,0.3047,3550,8,0,0,0,0,0
29712,0.1022,29,0,0.4413,4583,13,0,2,0,1,0
29713,0.1331,38,0,0.055999999999999994,4610,9,0,0,0,0,0
29714,0.0088,87,0,0.0014,4157,2,0,0,0,0,0
29715,0.6064,61,0,0.7128,2624,12,0,0,0,0,0
29716,0.0157,76,0,0.0083,3750,7,0,0,0,0,0
29717,0.0648,66,0,0.4016,3834,7,0,0,0,0,0
29718,0.1059,51,2,0.7512,610,13,0,0,0,0,0
29719,0.006999999999999999,85,1,0.0027,9250,14,0,0,0,0,0
29720,0.0047,41,0,0.175,10750,8,0,1,0,3,0
29721,0.9890000000000001,45,0,0.5304,4750,10,0,1,0,3,0
29722,0.0084,52,0,0.0108,1200,5,0,0,0,0,0
29723,0.1769,61,0,0.3204,3800,9,0,1,0,0,0
29724,0.0418,46,0,0.2964,2900,6,0,0,0,0,0
29725,0.0016,62,1,0.6139,4500,8,0,2,0,1,0
29726,0.2684,63,0,0.2132,6100,11,0,0,0,1,0
29727,0.0463,61,0,0.2583,10962,15,0,2,0,0,0
29728,0.1766,33,0,0.2513,6000,6,0,1,0,1,0
29729,0.2313,26,0,0.2577,4500,5,0,0,0,0,0
29730,0.0,55,0,0.5007,2000,4,0,1,0,0,0
29731,0.0688,79,0,0.0717,8000,11,0,1,0,1,0
29732,0.6946,64,0,0.6239,11683,17,0,1,0,0,0
29733,0.7471,53,0,0.3985,11687,10,0,3,0,3,0
29734,0.0232,72,0,0.2783,5076,3,0,1,0,0,0
29735,0.0651,90,1,0.1986,3000,10,0,1,0,1,0
29736,0.0147,49,0,0.0606,8700,7,0,1,0,3,0
29737,0.0389,59,0,0.0378,39999,6,0,2,0,0,0
29738,0.5273,63,1,0.0967,14228,6,0,0,0,2,0
29739,0.0213,72,0,0.0242,7821,6,0,0,0,0,0
29740,1.0,68,0,0.3953,5870,7,0,2,0,0,0
29741,0.0229,64,0,0.2988,6000,13,0,1,0,0,0
29742,1.0,27,0,0.32899999999999996,1300,8,0,0,0,0,0
29743,0.0,48,0,0.3129,4800,5,0,1,0,3,0
29744,0.3543,77,0,0.5184,14200,14,0,2,0,2,0
29745,0.0448,60,0,0.1754,10861,8,0,1,0,1,0
29746,0.3549,58,0,0.1514,3900,16,0,2,0,1,0
29747,0.0704,54,0,0.4459,2300,8,0,1,0,0,0
29748,0.82,64,0,0.3903,8600,9,0,2,0,0,0
29749,0.0407,53,0,0.0476,12083,10,0,0,0,2,0
29750,0.0,66,0,0.2741,18300,9,0,1,0,2,0
29751,0.4853,41,0,0.4027,4583,3,0,1,0,2,0
29752,0.0065,67,0,0.2335,15900,21,0,3,1,0,0
29753,0.004,47,0,0.3394,2400,10,0,1,0,1,0
29754,0.0565,40,1,0.5074,4114,20,0,1,0,2,0
29755,0.3586,52,0,0.6243,3800,16,0,2,0,2,0
29756,0.8914,44,1,0.5084,3758,8,2,0,5,1,1
29757,0.9266,52,0,0.4381,4916,6,0,1,0,1,0
29758,0.0006,44,0,0.7648,4600,5,0,2,0,0,0
29759,0.6183,74,0,0.9564,5183,13,0,3,0,0,0
29760,0.0,62,0,0.0275,9600,7,0,0,1,0,0
29761,0.3375,52,0,0.3399,2903,13,0,1,0,4,0
29762,0.5698,31,0,0.2667,4360,6,0,0,0,0,0
29763,0.6212,53,0,0.3521,4750,19,0,0,0,3,0
29764,0.0263,64,0,0.2342,4500,6,0,2,0,0,0
29765,0.2182,54,0,0.0135,4820,5,0,0,1,0,0
29766,0.2353,66,2,0.6156,9373,21,0,8,0,0,0
29767,1.0,36,1,0.1223,3376,5,3,0,2,0,1
29768,0.2425,40,0,0.171,10000,4,0,1,0,3,0
29769,0.1949,46,0,0.308,22066,21,0,4,0,5,0
29770,0.3966,69,2,0.4172,2770,4,0,1,0,1,0
29771,0.1166,68,0,0.18,1671,7,0,1,0,0,0
29772,0.2292,45,0,0.4905,11050,9,0,4,0,0,0
29773,0.1786,42,0,0.2656,6666,7,0,1,0,3,0
29774,0.4552,72,0,0.4346,2300,3,0,1,0,0,0
29775,0.0035,87,0,0.0011,2727,2,0,0,0,0,0
29776,0.0,51,0,0.3998,18000,10,0,2,0,2,0
29777,0.1375,88,0,0.0023,7000,4,0,0,0,0,0
29778,0.0307,66,0,0.145,6800,10,0,1,0,0,0
29779,0.9443,65,5,0.4366,17050,17,1,2,1,1,1
29780,0.7189,48,1,0.1894,11200,12,0,1,0,1,0
29781,0.5672,57,4,0.754,3666,10,1,2,0,0,0
29782,0.1493,69,1,0.731,3750,9,0,1,1,1,0
29783,0.1875,56,0,0.4576,14367,13,0,2,0,1,0
29784,0.0034,43,0,0.3302,7666,8,1,2,0,3,0
29785,0.2715,26,0,0.2298,1200,4,0,0,0,0,0
29786,0.2803,51,0,0.4259,3000,7,0,1,0,0,0
29787,0.2728,56,0,0.3075,14000,17,0,2,0,0,0
29788,0.0063,51,0,0.353,9167,16,0,3,1,3,0
29789,0.157,29,2,0.4136,5563,12,0,1,1,0,0
29790,0.0872,88,0,0.0162,7666,12,0,0,0,0,0
29791,0.0341,67,0,0.153,9335,6,0,1,0,0,0
29792,0.8782,49,2,0.5478,6576,9,0,1,0,3,0
29793,0.9861,43,0,0.1545,3300,3,0,0,0,1,0
29794,1.0,34,0,0.02,4690,0,0,0,0,1,0
29795,0.0499,54,0,0.4067,4083,7,0,2,0,0,0
29796,1.0,31,0,0.0276,1158,1,0,0,0,0,0
29797,0.3296,51,0,0.2577,10166,16,0,1,0,1,0
29798,0.0,78,0,0.3992,4500,9,0,2,0,1,0
29799,0.11,47,4,0.1373,4420,5,0,0,0,1,0
29800,0.3182,70,0,0.3335,7916,21,0,0,0,1,0
29801,0.1054,48,0,0.3226,6000,5,3,1,0,3,0
29802,1.0,25,0,0.067,3610,2,0,0,0,0,0
29803,0.5685,40,0,0.1907,4300,6,0,0,0,2,0
29804,0.0449,75,0,0.7413,1700,13,0,1,0,0,0
29805,0.0,23,0,0.0,898,2,0,0,0,0,0
29806,0.0444,58,0,0.0546,4600,5,0,0,0,0,0
29807,0.45899999999999996,84,0,0.5693,4250,15,0,2,0,0,0
29808,0.0746,63,0,0.0224,2500,4,0,0,0,0,0
29809,0.2796,61,0,0.3318,4499,7,0,1,0,0,0
29810,1.0,26,0,0.1327,2500,1,0,0,0,0,0
29811,0.2993,61,0,0.2139,15800,9,0,2,0,1,0
29812,0.1118,32,0,0.3148,8334,12,0,1,0,0,0
29813,0.1343,82,0,0.026000000000000002,25000,11,0,1,0,0,0
29814,0.9738,54,0,0.7473,8170,17,0,2,0,0,0
29815,1.0,32,0,0.3218,5267,9,0,1,0,1,0
29816,0.5522,55,0,0.337,1800,7,1,0,0,1,0
29817,0.1609,68,0,0.1149,12344,7,0,2,0,0,0
29818,0.0602,31,0,0.0086,8000,5,0,0,0,2,0
29819,0.1903,59,0,0.1957,12900,6,0,2,0,0,0
29820,0.1856,27,0,0.8440000000000001,1300,2,8,0,0,0,0
29821,0.27,65,0,0.4031,2001,4,0,0,0,0,0
29822,0.0263,53,0,0.1695,11666,9,0,1,0,2,0
29823,0.5009,45,0,0.3849,5257,10,0,2,0,0,0
29824,0.7517,48,5,0.3083,1666,13,0,0,0,2,0
29825,0.0387,65,0,0.0055,16250,7,0,0,0,1,0
29826,0.3445,28,0,0.4525,2240,8,0,0,0,0,0
29827,0.0971,55,0,0.2094,9833,7,0,1,0,0,0
29828,0.0543,70,0,0.1954,2404,13,0,0,0,0,0
29829,0.1154,55,0,0.2456,5500,12,0,1,0,1,0
29830,0.0032,72,0,0.0024,4500,12,0,0,0,0,0
29831,0.0,52,1,0.3079,14046,12,0,3,0,0,0
29832,0.4395,46,0,0.0673,2333,3,0,0,0,0,0
29833,0.0494,83,0,0.0977,3100,9,0,0,0,0,0
29834,0.0195,41,1,0.408,5200,7,0,1,0,1,0
29835,1.0,65,0,0.0102,3734,1,1,0,0,0,0
29836,0.012,77,0,0.6596,1500,13,0,1,0,0,0
29837,0.2188,66,0,0.586,3750,27,0,0,0,1,0
29838,0.1781,61,0,0.1007,3973,7,0,0,0,2,0
29839,0.0551,46,0,0.3759,1000,11,0,3,0,2,0
29840,0.2843,41,1,0.1409,0,8,0,1,0,2,0
29841,0.3125,59,0,0.2534,3452,8,0,1,1,0,0
29842,0.0872,46,0,0.3749,10250,24,0,2,0,1,0
29843,0.0327,57,0,0.3932,10166,11,0,3,0,1,0
29844,0.2385,63,0,0.2092,1200,22,0,1,0,0,0
29845,0.2165,58,0,0.5218,7500,15,0,5,0,0,0
29846,0.0065,81,0,0.0788,6000,6,0,0,0,0,0
29847,0.0588,65,0,0.2279,10333,14,0,2,0,0,0
29848,0.4334,60,1,0.7818,1974,6,0,1,0,0,0
29849,0.0,56,1,0.0,1,8,0,0,1,0,0
29850,0.1975,51,0,0.1681,6000,12,1,0,0,2,0
29851,0.4217,48,0,0.4694,7700,17,0,1,0,2,0
29852,0.0467,62,0,0.0929,6200,18,0,1,0,0,0
29853,0.0528,40,0,0.5246,5935,11,0,3,0,2,0
29854,0.3485,57,0,0.4054,8467,10,0,1,0,0,0
29855,0.0076,59,0,0.4113,0,13,0,3,0,0,0
29856,0.0929,62,0,0.134,4000,16,0,0,0,0,0
29857,0.1218,56,0,0.2736,3953,4,0,0,0,1,0
29858,0.2975,50,0,0.5221,3100,8,0,1,0,2,0
29859,0.1129,61,0,0.2974,5160,15,0,1,0,1,0
29860,0.7385,53,2,0.5134,7000,5,8,2,0,4,0
29861,0.83,45,0,0.5008,8334,9,0,2,0,2,0
29862,0.2429,61,0,0.441,10333,18,0,2,0,1,0
29863,0.0422,55,0,0.2649,12466,13,0,2,0,3,0
29864,0.0,46,0,0.1904,9200,5,0,1,0,2,0
29865,1.0,46,0,0.0009,2300,0,0,0,0,0,0
29866,0.0816,54,1,0.3243,8962,11,0,2,0,1,0
29867,0.0024,74,0,0.0002,4537,6,0,0,0,0,0
29868,0.4604,58,2,0.3821,9166,12,0,2,0,0,0
29869,0.9344,44,0,0.9631,7378,16,0,3,0,0,0
29870,0.0018,88,0,0.0407,6000,7,0,0,0,1,0
29871,0.1678,72,1,0.3794,3750,6,0,1,0,0,0
29872,0.3824,76,0,0.3857,3235,5,0,1,0,1,0
29873,0.0,25,0,0.0,6000,5,0,0,0,0,0
29874,0.3601,47,1,0.3458,1500,6,0,0,0,1,0
29875,0.0786,72,0,0.0076,1714,8,0,0,0,0,0
29876,0.4743,35,0,0.4309,6300,7,0,2,0,1,0
29877,0.0205,51,0,0.2048,12707,11,0,2,0,3,0
29878,0.4752,32,2,0.2972,5050,10,0,0,0,0,0
29879,0.1032,29,0,0.0024,2924,1,2,0,0,2,0
29880,0.2514,30,0,0.3521,4043,19,0,0,0,0,0
29881,0.6322,68,0,0.1435,10000,9,0,0,0,1,0
29882,0.9925,27,0,0.1101,784,5,0,0,1,0,0
29883,0.7347,41,1,0.1132,3700,16,0,2,0,2,0
29884,0.0018,75,0,0.0832,10500,10,1,0,0,0,0
29885,0.2757,50,2,0.3859,9958,10,0,2,0,3,0
29886,0.0465,64,0,0.3006,4250,4,0,1,0,0,0
29887,0.2161,66,0,0.5171,2890,12,0,1,0,2,0
29888,0.6431,58,0,0.5920000000000001,8083,12,0,1,0,0,0
29889,0.183,69,0,0.3695,2500,15,0,0,0,0,0
29890,0.1188,45,2,0.27899999999999997,4400,6,0,1,0,1,0
29891,0.7947,47,0,0.2121,9416,5,0,2,0,3,0
29892,0.0127,55,0,0.7217,8000,15,0,2,0,0,0
29893,0.0287,56,0,0.1727,4400,3,0,1,0,1,0
29894,0.1816,69,0,0.0589,15000,10,0,0,0,0,0
29895,0.8423,30,0,0.49,6750,11,0,2,0,2,0
29896,0.139,53,4,0.1525,2300,5,2,0,0,0,0
29897,0.0023,63,0,0.0003,3500,5,0,0,0,0,0
29898,1.0,25,0,0.0,1200,0,2,0,0,0,0
