"util_linhas_inseguras","idade","vezes_passou_de_30_59_dias","razao_debito","salario_mensal","numero_linhas_crdto_aberto","numero_vezes_passou_90_dias","numero_emprestimos_imobiliarios","numero_de_vezes_que_passou_60_89_dias","numero_de_dependentes"
0.2041,47,0,0.5394,2500,4,0,1,0,2
0.0554,65,0,0.0283,6950,8,0,0,0,1
0.2018,58,0,0.2396,19200,11,0,2,0,0
0.0099,79,0,0.2393,2335,2,0,0,0,2
0.32,52,2,0.0441,7717,6,0,0,0,0
0.0094,64,0,0.0048,5587,2,0,0,0,0
0.8697,58,0,0.784,7750,8,0,2,0,0
0.8564,43,0,0.3262,5833,6,0,2,0,2
0.9182,33,0,0.3217,14583,5,0,2,0,0
1,36,0,0.1719,2500,1,2,0,0,6
0.7059,37,0,0.4098,12066,10,0,3,0,0
1,30,0,0.0472,5800,3,6,0,0,3
0.0074,52,0,0.4627,7241,8,0,2,0,1
0.3549,72,0,0.2982,3000,4,0,1,0,0
0.1004,50,0,0.445,1,8,0,1,0,1
0.5668,27,1,0.2757,2400,6,0,0,0,0
0.5194,31,0,0.8109,3500,10,0,2,0,0
0.8935,32,0,0.8891,1000,7,0,0,0,0
1,23,0,0.0012,820,1,0,0,0,0
0.0073,74,0,0.0017,9714,11,0,0,0,0
0.8651,59,0,0.1557,2250,12,0,0,0,0
0.0243,65,0,0.3078,5500,9,0,2,0,1
0.5553,67,0,0.8055,1028,31,0,2,0,0
0.1848,63,0,0.2034,11000,7,0,1,0,1
0.5158,59,0,0.5743,4302,6,0,1,0,4
0.026,44,0,0.4681,5500,14,0,2,0,2
0.9682,52,0,0.3059,23000,26,0,4,0,1
0.933,44,0,0.4787,10642,12,0,2,0,0
0.0081,61,0,0.1494,30191,9,0,1,0,0
1,40,1,0.2118,2048,2,0,0,0,1
0.5967,51,2,0.3151,6108,5,0,1,0,0
0.1044,70,1,0.4593,5804,7,1,1,0,0
0.0001,64,0,0.5253,4250,15,0,1,0,0
0.0385,57,0,0.2384,10500,9,0,1,0,0
0.6434,43,0,0.0774,7000,4,0,0,0,1
0.0083,79,0,0.112,3500,6,0,0,2,0
0,53,0,0.1949,2010,7,0,0,0,0
0.0068,52,0,0.2597,8749,15,0,1,0,0
0.2585,56,0,0.2232,12000,6,0,1,0,3
0,39,0,0.4731,10000,8,0,3,0,1
1,31,0,0,5000,0,1,0,0,0
0.9941,51,0,0.8981,3975,11,0,2,0,0
0.5947,66,0,0.8689,2044,6,0,2,0,1
0.1634,58,0,0.0464,5750,6,0,0,0,0
0.53,49,0,0.2691,20833,8,0,2,0,4
0.0016,59,0,0.1162,7900,13,0,2,0,0
0.3467,46,0,0.3838,7500,6,0,1,0,2
0.1054,44,0,0.0164,13000,5,0,0,0,2
0.0473,29,0,0.0104,7616,7,0,0,0,0
0.0465,58,0,0.0276,3546,11,0,0,0,1
0.0303,67,0,0.0015,12833,4,0,1,0,1
0.0986,49,0,0.3288,2000,5,0,0,0,0
0.0082,63,0,0.3226,4890,18,0,1,0,0
1,47,0,0.1677,2200,1,1,0,0,0
0.5536,47,0,0.5399,6783,11,0,1,0,2
0.0268,69,0,0.1292,12638,13,0,1,0,1
0.8075,51,0,0.1714,20000,8,0,0,0,1
0.3213,41,0,0.7226,10000,14,0,5,0,2
0.0009,34,0,0.7225,691,7,0,1,0,2
0.0293,53,0,0.0975,6400,20,0,0,0,0
0.0048,56,0,0.1569,6500,7,0,1,0,1
0.0207,51,0,0.2656,10000,8,0,1,0,0
0.153,62,0,0.3199,4572,12,0,1,0,0
0,82,0,0.0694,1871,1,0,0,0,0
1,53,1,0.1901,9000,1,0,1,0,0
0.518,63,0,0.1115,1300,6,0,0,0,0
0.0314,66,0,0.5147,3238,12,0,1,0,0
0.8691,49,0,0.1013,2000,6,0,1,0,0
0.2976,30,1,0.3573,10000,20,0,2,0,0
1,54,0,0.4612,2488,4,0,1,0,0
0.6234,47,0,0.1715,4000,9,0,0,0,0
0.7327,52,0,0.126,7463,30,0,2,0,1
0.3043,42,0,0.5833,5250,7,1,1,0,2
0.2158,44,2,0.3966,5833,13,0,2,0,0
0.0857,59,0,0.3686,7333,6,0,2,0,3
1,38,0,0,2500,1,2,0,0,2
0.0425,75,0,0.2244,5600,15,0,2,0,0
0.4282,56,0,0.6501,4000,18,0,2,0,0
0,67,1,0.391,4060,5,0,1,0,0
0.5265,61,0,0.1179,5521,9,0,0,0,1
0.0007,57,0,0,4832,12,0,0,0,0
0.8562,52,0,0.6488,2300,2,0,0,0,0
1,28,0,0,2782,0,1,0,0,1
0.4351,50,0,0.7455,4400,13,0,1,0,2
0.0928,30,0,0.0204,2700,3,0,0,0,0
0.2263,33,0,0.066,3000,8,0,0,0,0
0.1497,59,0,0.2848,2678,7,0,0,0,1
0,65,0,0.1136,2667,6,0,0,0,0
0.2487,89,0,0.2006,2950,6,0,0,0,0
0,49,0,0.0942,5000,3,0,0,0,2
0.0729,40,2,0.4609,3360,8,0,1,0,0
0.254,33,0,0.2936,2700,6,0,0,0,0
0.1293,44,0,0.3079,5300,12,0,2,0,3
1,61,1,0.1774,3528,2,1,0,0,0
0.231,36,0,0.607,4510,15,0,1,0,0
0.0268,63,0,0.3735,25000,15,0,2,0,3
0.0009,68,0,0.0524,3797,4,0,0,0,0
0.1107,71,0,0.3799,7100,19,0,1,0,0
0.65,32,0,0.227,3343,9,0,0,0,1
1,62,0,0.1416,4166,1,0,0,0,0
0.1539,79,0,0.2306,4800,9,0,1,0,0
1,52,1,0.1784,2143,7,0,3,0,1
0.02,72,0,0.3134,5500,19,0,2,0,0
0.5513,34,1,0.317,5258,4,0,1,0,2
0.2304,50,3,0.7659,7100,43,0,2,0,1
0.0134,63,0,0.0411,7150,16,0,0,0,1
1,69,0,0.0642,10500,9,0,1,0,0
0.7129,36,0,0.8072,5134,8,0,1,0,0
0.2492,81,0,0.0105,4000,1,0,0,0,0
0.6158,41,0,0.5305,7644,16,0,4,0,2
0.2193,39,0,0.1147,3100,14,0,2,0,2
0.044,37,0,0.4685,0,6,0,1,0,2
0.8064,29,0,0.5606,4400,11,0,0,0,0
0.0778,80,0,0.1749,5666,9,0,0,0,0
0.1014,48,1,0.6851,4800,13,0,2,2,2
0.5878,69,0,0.2819,5422,12,0,1,0,0
0.3816,44,0,0.1741,5083,7,0,0,0,0
0.0156,57,1,0.1062,1666,21,0,1,0,2
0.9477,67,0,0.1916,1911,19,0,1,0,1
0.0595,63,0,0.4047,11800,11,0,4,0,1
0.6341,36,0,0.2692,8000,4,0,1,0,1
0.8283,36,1,0.6116,11000,4,0,1,0,0
0.0752,72,0,0.2391,17832,15,0,2,0,0
0.1529,48,1,0.4262,7500,23,0,2,0,2
0.0223,38,0,0.1942,3500,14,0,0,0,0
0.2905,45,0,0.5769,8629,6,0,2,0,0
0.052,61,0,0.2389,7513,10,0,2,0,0
0.1036,45,2,0.2609,5000,6,1,1,1,0
0.2976,49,0,0.2461,13598,7,0,2,0,3
0.0199,80,0,0.0528,5000,6,0,0,0,0
0,53,0,0.131,7833,9,0,4,0,2
0.9252,49,2,0.428,11000,5,0,1,0,1
0.2935,63,0,0.3208,27000,16,0,2,0,0
0.0097,63,0,0.0223,3500,22,0,0,0,1
0.035,77,0,0.1119,3350,13,0,0,0,0
0,75,0,0,745,4,0,0,0,0
0.2536,59,0,0.2017,6587,12,0,0,0,1
0.0141,48,0,0.5233,5350,4,0,1,0,3
0.0269,36,0,0.35,9543,19,0,3,0,0
0.0083,51,0,0.8038,5000,7,0,2,0,0
1,64,0,0.2136,12886,11,0,2,0,1
0.0537,76,0,0.1988,8333,6,0,2,0,0
0,67,0,0.1071,3425,5,0,0,0,1
0.1368,59,0,0.2011,5500,8,0,0,0,1
0,45,0,0.0683,4580,4,0,0,0,0
0.0681,30,0,0.0702,5600,7,0,0,0,0
0.309,45,1,0.4673,3333,11,0,0,0,0
0.9692,52,0,0.6622,3116,17,0,2,0,0
0.5874,66,0,0.2463,2200,5,0,0,0,0
0.3363,40,0,0.4855,1000,11,0,0,0,2
0.52,26,0,0.3026,4500,5,0,0,0,0
0.0315,27,0,0.362,0,5,0,0,0,0
0.9254,54,1,0.3158,2979,6,0,0,0,0
1,37,0,0.11,0,5,0,0,0,0
0.8935,30,0,0.2804,1900,4,0,0,0,0
0.2053,23,0,0.0219,820,4,0,0,0,0
0,50,0,0.3588,8900,8,0,1,0,0
0.0103,58,0,0.407,5800,11,0,2,0,0
0.5273,65,0,0.3304,7666,11,0,1,0,0
0.2226,53,0,0.4162,2500,32,0,1,0,0
0.0723,37,0,0.3585,5000,13,0,2,0,2
0.959,42,2,0.3874,4700,5,1,2,0,1
0.1314,65,0,0.5444,2400,16,0,0,0,1
0.018,73,0,0.014,5000,10,0,0,0,1
0.0439,50,1,0.1433,15000,14,0,2,0,4
0.3621,44,0,0.5247,4030,13,0,2,0,1
0.9506,38,2,0.1654,7400,4,0,1,0,3
0.3482,50,0,0.3795,12400,12,0,2,0,4
0.0154,86,0,0.0024,4221,7,0,0,0,0
0.666,83,0,0.1347,4000,3,0,0,0,0
0.4238,40,0,0.1967,3400,6,0,1,0,1
0.3644,60,0,0.2717,5000,7,0,0,0,0
0.3144,67,0,0.2535,2291,15,0,0,0,1
0.6165,38,0,0.612,5100,11,0,2,0,0
0.9282,57,0,0.7196,5783,15,0,2,0,1
0.0765,60,0,0.0078,11600,4,0,0,0,0
0.865,40,0,0.3655,4180,6,0,0,2,0
0.7085,54,0,0.2136,4021,5,0,0,0,1
1,33,0,0,770,0,0,0,0,0
0.6052,45,1,0.2693,5900,10,0,0,0,0
0.2516,48,0,0.2424,7800,10,0,1,0,0
0.8415,33,0,0.435,2500,8,0,0,0,0
0.1069,32,3,0.1178,3982,5,0,0,0,0
0,69,0,0.0333,3000,12,0,0,0,0
0,30,0,0.2917,2536,9,0,0,0,0
0.8115,45,2,0.531,6200,10,0,1,0,1
0.273,60,0,0.5221,2966,4,0,2,0,1
0.0098,70,0,0.1993,16433,7,0,1,0,2
0.9112,45,1,0.1771,3900,4,1,0,0,4
0.0511,77,0,0.0818,1845,11,0,0,0,0
0.0123,56,0,0.3675,8500,11,0,2,0,2
0.0632,36,0,0.2886,6500,15,0,2,0,2
0.11,59,1,0.3954,6843,6,0,1,0,0
0.0366,47,0,0.2109,13333,8,0,2,0,2
0.0016,33,0,0.3757,5833,6,0,1,0,2
0.0146,71,0,0.0037,4583,9,0,0,0,0
0.264,40,0,0.1555,11000,7,0,1,0,3
0.4672,41,0,0.351,10000,11,0,2,0,3
0.3918,56,3,0.4541,12500,13,0,3,0,2
0.1327,40,0,0.51,6875,12,0,1,0,0
0.9334,50,0,0.1869,4483,5,0,0,0,0
0.2517,41,0,0.3935,5410,7,0,2,0,0
1,80,0,0,3240,2,0,0,0,0
0.0384,66,0,0.0068,5000,4,0,0,0,0
0.0359,27,0,0.3093,820,10,0,2,1,0
0.6139,59,0,0.5361,9000,6,0,1,0,1
0.4884,50,0,0.4486,28300,16,0,5,0,2
0.0486,49,0,0.0147,9570,6,0,0,0,4
0.5941,53,0,0.3363,8000,10,0,0,0,1
0.1549,35,0,0.1488,4306,6,0,0,1,0
0.3696,21,0,0.011,1000,1,0,0,0,0
0.4176,49,0,0.1013,5856,21,0,5,0,0
0.4938,57,0,0.6512,6671,14,0,1,0,3
0.2759,59,0,0.0976,3094,6,0,0,0,0
0.092,49,0,0.3536,13480,16,0,4,0,2
0.0365,65,0,0.1896,5501,3,0,1,0,1
0.5862,62,0,0.1178,1981,7,0,2,0,0
0.8254,45,0,0.7448,5920,10,0,1,0,1
0.0014,66,0,0.199,3466,6,0,1,0,1
0.1063,47,0,0.4433,4396,9,0,3,1,2
0.848,30,0,0.1216,10950,5,0,0,0,0
0.0343,66,0,0.2135,10334,6,0,1,0,4
0.3424,56,0,0.853,4474,12,0,1,0,0
0,57,1,0.9052,1919,6,0,1,0,0
0.0757,58,0,0.2399,9000,9,0,2,0,1
0.2732,51,0,0.0165,17500,7,0,0,0,1
0.0068,79,2,0.004,2500,12,0,0,1,0
0.4076,52,0,0.9364,4840,15,0,2,0,2
0.2663,64,0,0.369,5400,8,0,1,0,0
0.5381,31,0,0.1287,3666,8,0,0,0,1
1,55,0,0.0053,6748,0,0,0,0,1
0.2049,64,0,0.3986,0,16,0,1,0,0
0.2765,59,1,0.1525,3160,5,0,0,0,0
0.0091,78,0,0.0058,6200,10,0,0,0,0
0.0188,51,0,0.3806,10000,10,0,2,0,0
0.0063,80,0,0.2619,10000,7,0,1,0,0
0.1219,58,2,0.281,8945,7,2,1,0,0
0.8221,37,1,0.6999,3425,6,0,1,0,0
0.165,67,0,0.0582,5500,10,0,0,0,1
0.9986,46,0,0.2074,3100,2,0,0,0,0
0.6912,60,0,0.3675,11000,8,0,1,0,0
0.6865,46,0,0.633,6075,9,0,2,0,1
0.0217,60,0,0.0806,5864,7,0,0,0,0
1,47,1,0.1251,0,3,0,1,2,0
1,88,0,0,7409,3,0,0,0,0
0.5338,56,0,0.6314,2400,7,0,1,0,0
0.0336,73,0,0.2466,7830,10,0,1,0,0
0.0308,64,0,0.4536,5716,9,0,2,0,1
0.2424,51,0,0.5294,6000,15,0,2,0,1
1,46,0,0.374,11538,5,0,1,0,2
0.0005,31,0,0.088,5374,10,0,0,0,0
0.0187,49,0,0.3358,6666,9,0,1,0,2
0.5019,42,3,0.4237,7500,8,0,2,0,0
0,50,0,0.3151,10833,15,0,1,0,0
0,77,0,0,2000,1,0,0,0,0
0.008,64,0,0.2263,7981,12,0,2,0,0
1,61,1,0,3888,0,0,0,0,2
0.6751,55,0,0.598,3982,19,0,0,0,2
0,44,0,0,2500,2,0,0,0,0
0.9848,33,0,0.7847,1137,3,0,1,0,0
0.6076,48,0,0.3727,4000,5,0,0,1,0
0.2766,43,0,0.3373,8058,14,0,2,0,1
0.0293,44,0,0.5402,10000,11,0,2,0,2
0.0005,78,0,0.3146,3600,5,0,1,0,0
0.0738,74,0,0.9184,1800,8,0,1,0,0
0.0758,35,0,0.3367,3700,5,0,1,0,1
0.137,35,0,0.1253,3200,8,0,0,0,1
0.0288,64,0,0.2691,2835,10,0,2,0,3
0.2134,35,0,0.2153,9583,7,0,1,0,1
0.2775,57,0,0.232,10000,10,0,2,0,2
0.2053,72,0,0.1441,4766,8,0,1,0,0
0.8986,58,1,0.5459,2800,4,1,1,0,0
0.4475,53,0,0.6377,4583,6,0,3,0,0
0.0319,65,0,0.0767,7960,11,0,0,0,0
0.376,60,0,0.2755,10500,14,0,2,0,0
0.0902,38,0,0.0808,6670,5,0,1,0,1
0.1986,44,0,0.7317,4084,4,0,1,0,2
1,69,0,0.2005,6666,3,0,1,0,0
0.0221,52,0,0.3251,5105,17,0,1,0,0
0.1399,79,0,0.1531,3806,5,0,0,0,0
0.9277,32,0,0.3727,600,3,0,0,0,0
0.4837,41,2,0.5233,7400,12,0,2,0,3
0.3647,63,0,0.5349,5600,7,0,1,0,0
0.7169,42,0,0.3723,4050,5,0,2,0,2
0.3516,52,1,0.8921,9000,20,0,3,1,3
0.2335,49,0,0.3464,5600,11,0,1,0,1
0.0445,32,0,0.2068,7225,13,0,1,0,3
0.0137,57,0,0.1466,21300,8,0,2,0,3
0.0676,42,0,0.6722,4050,8,0,1,0,2
0.9425,28,2,0.3087,3300,17,0,0,0,0
0.1835,51,0,0.3241,3300,9,0,1,0,1
0.1798,44,1,0.2897,8333,7,0,2,0,1
0.1487,40,2,0.1176,1666,8,0,1,3,1
0.6358,40,0,0.3713,6500,6,0,2,0,2
0.0088,78,0,0.2157,6500,8,0,1,0,0
0.0397,67,0,0.0332,2800,7,0,0,0,0
0.4545,61,0,0.804,0,8,0,1,0,1
0.0791,51,0,0.5814,2166,22,0,1,0,0
0.0199,85,0,0.005,5653,5,0,0,0,0
0.0145,55,1,0.514,17365,21,0,6,0,0
0.0036,55,0,0.1592,10500,14,0,1,0,1
0.0764,68,0,0.1636,8000,8,0,1,0,0
1,26,0,0.0176,2833,4,0,0,0,0
0.2233,42,1,0.3533,4500,7,0,1,0,0
0,54,0,0.3782,1300,5,0,0,0,2
0.1773,56,1,0.3532,6766,18,0,1,0,1
0.2036,64,0,0.3772,5237,9,0,1,1,0
0.0244,66,0,0.0952,5250,15,0,0,0,0
0.3152,40,0,0.0711,6750,15,0,0,0,0
0.6229,57,1,0.2573,6000,9,0,1,0,2
0.0303,50,1,0.1431,5800,12,0,0,0,0
0.0505,36,0,0.2084,2000,7,0,0,0,0
1,78,0,0,5000,0,0,0,0,0
0.0109,59,0,0.2096,3920,15,0,1,0,0
0.7201,59,0,0.4281,16000,9,0,2,0,3
0.1002,44,0,0.1533,3000,5,0,0,0,2
0.3103,43,0,0.4042,11363,13,0,3,0,4
0.0362,50,0,0.7928,2600,8,0,1,0,1
0.2535,43,0,0.2402,12500,6,0,1,0,1
0.6341,41,0,0.054,2998,2,0,0,0,0
0,64,2,0.4866,15300,17,0,4,0,0
0.0429,55,0,0.5871,7200,7,0,1,0,1
0.8165,45,0,0.5667,12000,9,0,4,0,3
0.1463,64,1,0.0017,4600,1,0,0,1,1
0.0368,70,0,0.3744,12417,10,0,3,0,0
0.0822,70,0,0.1742,6508,5,0,1,0,0
0.8773,45,0,0.4907,8859,9,0,1,0,4
0.8534,32,0,0.4584,2833,3,0,1,0,0
0.0766,53,0,0.6287,14800,14,0,4,0,2
0.0025,46,0,0.4359,6000,18,0,1,0,1
0,47,0,0.3135,6700,9,0,1,0,3
0.1513,33,0,0.3224,4000,7,0,1,0,2
0.2033,36,0,0.1456,1400,4,0,0,0,0
0,75,0,0,2700,6,0,0,0,0
0.1498,28,0,0.3034,3700,12,0,1,0,0
0.8776,43,0,0.0318,5400,5,0,0,0,2
0.0874,39,0,0.265,10000,10,0,2,0,2
0.1065,67,1,0.171,3583,2,0,1,0,0
0.0281,80,0,0.0071,3245,2,0,0,0,0
0.0766,70,7,0.2798,4916,13,0,2,0,1
1,28,0,0.0584,2600,2,2,0,0,2
0.0746,36,0,0.0528,6667,5,0,0,0,3
0.0331,64,0,0.0077,5334,6,0,0,0,1
0,42,0,0.0199,8625,9,0,0,0,0
0.1649,62,0,0.2752,12500,8,0,3,0,1
1,41,0,0.2556,2155,3,0,1,0,1
0.0128,89,0,0.0041,3700,16,0,0,0,0
0.1196,63,0,0.2907,12500,16,0,1,0,0
0.0221,64,0,0.3096,5400,17,0,1,0,0
0.1789,63,0,0.1201,10300,23,0,0,0,0
0.2511,37,0,0.3212,7000,8,0,2,0,2
0.2534,56,0,0.5118,3250,10,0,1,0,1
0.6514,61,0,0.1772,5000,7,0,1,0,3
0.0177,55,0,0.2466,11250,14,0,1,0,0
0.0079,74,0,0.0027,2192,3,0,0,0,0
1,45,0,0.3094,3994,5,0,2,0,0
0.0538,60,0,0.2167,5127,3,0,1,0,1
0.5906,64,0,0.4081,11786,16,0,1,0,0
0,64,0,0.4583,5000,7,0,2,0,0
0.0138,83,0,0.0368,10500,11,0,2,0,0
0.9984,67,0,0.2835,1971,7,0,0,0,0
0.0069,56,0,0.2982,12416,49,0,2,0,1
0.7021,42,0,0.2386,3850,6,0,1,0,2
0.0975,54,0,0.5577,18141,18,0,7,0,0
0.5467,29,0,0.3277,5800,5,0,1,0,3
0,51,0,0.3103,9938,10,0,1,0,2
0.1066,35,0,0.3847,10000,7,0,2,0,2
0.0366,87,0,0.8543,2483,11,0,1,0,0
0.0032,28,0,0.1683,4200,4,0,0,0,0
0,64,0,0.0013,4700,2,0,0,0,0
0.0547,57,0,0.0107,6980,5,0,0,0,1
0.0069,48,0,0.3905,3689,10,0,1,0,2
0.1293,44,0,0.2914,7575,8,0,2,0,4
1,69,0,0.6731,5524,8,0,3,0,0
0.4276,44,0,0.3532,12833,8,0,3,0,2
1,41,0,0.2606,11695,5,0,2,0,1
0.9437,73,0,0.6104,10000,11,0,2,0,0
0.9482,57,0,0.8274,9816,14,0,2,0,1
0.0609,37,0,0.3888,3600,14,0,1,0,0
0.168,29,0,0.4796,1546,13,0,0,0,0
0.5232,32,1,0.1729,3000,4,0,0,0,0
0.239,48,0,0.3851,11330,18,0,1,0,2
0.2012,39,1,0.208,8500,14,0,0,0,1
0.2693,43,0,0.2454,4800,6,0,1,0,1
0.6574,61,0,0.3734,13750,6,0,2,0,0
0.9338,29,0,0.0853,13083,9,0,0,0,0
1,39,0,0.1172,1600,5,0,2,0,3
0.3363,41,0,0.1435,15000,11,0,2,0,0
0,45,0,0.3348,4166,4,0,1,0,0
0.8892,45,0,0.3138,6700,8,0,1,0,0
0.2782,64,1,0.1454,33333,17,0,2,0,2
0.0182,79,0,0.2424,8001,5,0,1,0,0
1,56,0,0.4788,3800,2,0,1,0,1
1,44,98,0.0374,2916,0,98,0,98,2
0.0041,75,0,0.0009,3166,4,0,0,0,0
0.0833,54,0,0.0679,10218,5,0,0,0,4
0.022,36,0,0.0046,5655,4,0,0,0,3
1,31,0,0.1639,2500,4,0,0,0,0
0.0689,68,0,0.286,1779,2,0,0,0,2
1,35,0,0.1458,6396,5,2,0,1,4
0.2141,44,0,0.3393,16420,15,0,7,0,3
0.3379,76,0,0.384,7535,10,0,2,0,0
0.0142,49,0,0.6898,6666,12,0,2,0,1
0.6052,53,0,0.4207,2300,6,0,1,0,0
0.0594,36,0,0.7075,15000,17,0,5,0,2
0.7612,61,0,0.3504,23400,18,0,2,0,1
0.6167,55,1,0.5343,8200,11,0,2,0,0
0.7223,49,0,0.6032,4200,14,0,1,0,1
0.025,44,1,0.6425,2900,17,0,1,0,2
0.0679,68,0,0.0335,90000,11,0,2,0,0
0.5169,50,0,0.1221,5653,24,0,2,0,0
0.0102,35,0,0.182,2400,5,0,1,0,0
1,65,2,0.209,7527,3,2,1,1,1
0.0607,72,0,0.1868,11930,10,0,4,0,1
0.0103,49,0,0.0063,3500,7,0,0,0,2
0,30,0,0.1167,1056,4,0,0,0,1
0,56,0,0.2456,25000,8,0,2,0,0
0.0525,46,0,0.1079,20000,8,0,2,0,2
0.0621,56,0,0.0036,7550,1,0,0,0,0
1,55,0,0.3965,5600,4,0,1,0,0
0.1079,45,0,0.5252,2543,8,0,1,0,2
0.7785,43,0,0.106,2193,5,1,1,0,3
0.1096,47,0,0.0032,6600,1,0,0,0,0
0.094,35,0,0.5023,7500,8,0,3,0,0
0.3817,31,0,0.3138,1500,5,0,0,0,0
0,60,0,0.0011,2800,10,0,0,0,1
0.0448,57,0,0.1021,7260,10,0,1,0,0
0.0446,27,0,0.2226,6100,13,0,2,0,0
0.0002,50,0,0.2259,10363,15,0,2,0,0
0.038,63,0,0.1432,4300,11,0,1,0,0
0.161,36,0,0.4425,1,11,0,1,0,0
0,72,0,0,1525,4,0,0,0,0
0.1009,30,3,0.7667,2275,8,0,2,0,2
0.1005,78,0,0.3278,4706,6,0,2,0,1
0.0306,75,0,0.2781,5000,9,0,2,0,0
0.0283,77,0,0.1364,3400,12,0,0,0,0
0.2759,65,0,0.2677,20000,9,0,2,0,3
0.0536,55,0,0.6,1,4,0,1,0,0
0.4778,48,0,0.7299,9600,11,0,7,0,1
0.1728,43,2,0.2741,12000,9,0,1,0,3
0.2754,57,0,0.1414,11300,5,0,1,0,1
0.992,31,2,0.2569,4433,5,0,0,0,0
0.6034,50,0,0.3415,13700,14,0,2,0,2
0.0606,40,0,0.2682,6700,6,0,2,0,3
0.007,68,0,0.0012,3200,5,0,0,0,0
0.113,65,0,0.1867,16800,13,0,2,0,2
0,55,0,0.6221,14322,14,0,5,0,0
0.0217,52,0,0.3101,3750,8,0,2,0,0
0.2032,76,1,0.0818,6591,5,0,0,0,0
1,50,1,0.1198,4358,2,2,1,0,1
0,51,0,0.4756,6067,4,0,2,0,0
0.8493,49,4,0.6154,6000,9,2,2,0,0
0.0176,39,0,0.2885,5500,12,0,1,0,2
0.668,41,1,0.5635,6100,11,0,2,0,2
0.3547,37,0,0.1681,5792,12,0,1,0,1
0.7811,60,0,0.7704,3000,7,0,1,0,0
0.0338,49,0,0.0034,11000,6,0,0,0,0
0.0368,40,0,0.2753,8100,12,0,3,0,2
0.5652,44,1,0.8159,5600,9,0,1,0,0
0.3668,44,1,0.4321,4833,6,0,1,0,1
0.1223,60,0,0.6973,2500,19,0,1,0,0
0.661,30,0,0.1475,5016,7,0,0,0,1
0.0855,47,0,0.183,6066,5,0,2,0,1
0.0647,67,0,0.3301,8075,16,0,2,0,0
0.7215,73,0,0.238,9949,8,0,2,0,1
0.2857,75,0,0.9605,4200,10,0,1,0,0
0.4942,50,0,0.3317,5250,4,0,1,0,0
0.023,63,0,0.2148,7600,11,0,1,0,1
0.0197,78,0,0.0183,6000,21,0,0,0,1
0,70,0,0.3156,3979,10,0,0,0,0
0.1324,62,0,0.4039,2527,12,0,0,0,0
0.6237,49,0,0.3466,4500,8,0,0,0,1
0.1322,36,0,0.2713,7500,8,0,2,0,0
0.0295,23,0,0.0008,3800,2,0,0,0,0
0.1336,68,0,0.0356,5586,8,0,0,0,0
0.063,61,0,0.4097,9600,11,0,2,0,1
0.0736,64,0,0.3415,10124,11,0,3,0,1
0.381,44,5,0.0296,46500,7,0,1,4,2
0.0067,69,0,0.1665,7261,5,0,2,0,0
0.0232,46,0,0.3423,5000,10,0,1,0,3
0.044,45,0,0.2441,10191,12,0,2,0,2
0.0017,65,0,0.0002,6200,4,0,0,0,1
0.0079,77,0,0.2177,4166,7,0,0,0,0
0,80,0,0,7591,4,0,0,0,0
0.0099,35,0,0.2806,5833,4,0,1,0,1
0.0854,56,0,0.3247,5500,8,0,2,0,0
0.0152,56,3,0.1124,2900,8,2,0,0,0
0.568,26,0,0.1344,1770,4,0,0,1,0
0.0223,44,0,0.0078,3333,4,0,0,0,0
0,57,0,0.2346,3759,7,0,1,0,2
0.0605,48,0,0.3679,5240,6,0,1,0,2
0.0091,59,0,0.0444,517,11,0,0,0,0
0.0139,58,0,0.0048,8333,16,0,0,0,0
0.0288,82,0,0.1168,2500,6,0,0,0,0
0.2126,61,2,0.281,8666,23,0,1,0,1
0.0156,38,0,0.3746,9500,9,0,2,0,1
0.0342,44,0,0.4326,6250,8,0,1,0,3
0.1538,49,0,0.1486,4999,8,0,0,0,0
0.0001,29,0,0.2126,3400,4,0,1,0,0
0.0871,43,0,0.3561,7300,3,0,1,0,1
0.1958,28,0,0.1126,5400,5,0,0,0,1
0,40,0,0.0412,10500,7,0,0,0,0
0.0157,32,0,0.0841,4900,6,0,0,0,0
0.2568,54,0,0.2432,9752,7,0,0,1,0
0,63,0,0.2257,6500,6,0,1,0,0
1,48,1,0.1779,4776,5,0,0,0,1
0.0823,57,0,0.142,12418,6,0,1,0,1
0.1105,39,0,0.3263,7931,23,0,2,0,1
0,80,0,0,100,3,0,0,0,0
0.5697,47,0,0.6163,900,11,0,2,0,2
1,43,0,0.0383,15000,7,0,0,0,3
0.0017,36,0,0.2601,7650,8,0,2,0,4
0.3713,34,0,0.3656,8000,9,0,2,0,0
0.0007,70,0,0.1824,6085,3,0,1,0,0
0,52,0,0.4521,2950,4,0,1,0,0
0.0209,64,0,0.0174,2986,11,0,0,0,1
0.0649,86,0,0.0102,5000,4,0,0,0,0
0.0403,68,0,0.2583,4610,4,0,1,0,0
0.0084,84,0,0.0377,6500,12,0,0,0,0
0.3928,48,0,0.0195,6600,5,0,0,2,0
1,35,0,0,2500,0,1,0,0,1
0.3144,58,0,0.3442,9300,14,0,1,0,1
0.6829,41,0,0.4654,5500,5,0,1,0,1
0.0494,50,1,0.1068,1,10,0,1,0,1
0.0169,62,0,0.1392,17966,24,0,1,0,0
0.1383,38,0,0.2544,22500,8,0,1,0,2
0.1726,86,0,0.2413,2800,11,0,0,0,0
0.2846,57,0,0.4909,4764,16,0,1,0,0
0.9753,44,1,0.9229,2112,3,3,1,0,4
