"inadimplente","util_linhas_inseguras","idade","vezes_passou_de_30_59_dias","razao_debito","salario_mensal","numero_linhas_crdto_aberto","numero_vezes_passou_90_dias","numero_emprestimos_imobiliarios","numero_de_vezes_que_passou_60_89_dias","numero_de_dependentes"
0,0.0828,41,0,0.0178,7250,9,0,0,0,0
1,0.787,42,0,0.1759,8000,4,0,0,1,3
0,0.8534,54,0,0.6857,3333,7,0,2,0,1
0,0.2296,67,0,0.3006,6327,15,0,1,0,0
0,0.4312,47,0,0.1228,7463,14,0,1,0,3
0,0.109,52,0,0.2447,12194,5,0,1,0,4
0,0.9353,59,0,0.463,13200,14,0,2,0,1
0,0.4591,29,0,0.2347,5833,10,0,0,0,0
0,0.1482,63,0,0.1079,4210,9,0,1,0,0
0,0.1729,72,0,0.0529,12000,2,0,0,0,0
0,0.0808,26,1,0.6638,820,4,0,0,0,0
0,0.0904,72,0,0.0509,1000,3,0,0,0,0
0,0.1994,78,0,0.0251,3419,3,0,0,0,0
0,0.0639,50,0,0.1768,17083,9,0,1,0,3
0,0.2862,48,0,0.4776,9700,10,0,2,0,2
0,0.0169,78,0,0.0529,7800,7,0,1,0,1
0,0.0203,64,0,0.0062,3392,6,0,0,0,0
0,0.5746,64,0,0.4785,8593,9,0,2,0,0
0,0.7896,54,0,0.4796,6500,8,0,1,0,0
0,0,76,1,0.015,5340,4,0,0,0,0
0,1,39,0,0.4559,4250,3,0,1,0,3
0,0.0205,65,0,0.1686,6499,9,0,1,0,1
0,0.5999,36,0,0.3698,10225,21,0,2,0,1
0,0.876,63,0,0.1436,5500,2,0,1,0,1
0,0,51,0,0.381,8250,10,0,2,0,2
0,0,66,0,0.4339,9916,11,0,4,0,0
0,0,69,0,0.2706,4800,4,0,1,0,0
0,0.0622,56,0,0.2887,3684,6,0,1,0,1
1,0.6273,61,4,0.1963,6833,20,1,7,0,0
0,0.0949,33,0,0.5099,4600,5,0,1,0,1
0,0.1028,37,1,0.6702,5666,9,0,2,0,2
0,0.2733,50,0,0.3018,4300,4,0,0,0,0
0,0.0536,70,0,0.3399,6445,8,0,2,0,1
0,0.4881,37,0,0.0254,5166,6,0,0,0,2
0,0.1734,42,0,0.5553,9600,8,0,2,0,3
0,0,44,0,0.3538,10416,7,0,3,0,1
0,0,50,0,0.2102,4500,9,0,1,0,1
0,0.0102,60,0,0.2319,10833,8,0,4,0,0
1,1,30,0,0.04,1500,1,0,0,0,0
0,0.4445,36,0,0.4845,5000,18,0,1,0,0
0,0.2507,57,0,0.7559,8926,6,0,2,0,2
0,0.7906,33,0,0.3892,7800,13,0,2,0,0
0,0.0969,81,0,0.4565,10416,10,0,3,0,0
0,0.572,31,0,0.1781,6000,6,0,1,0,0
0,0.0903,83,0,0.4039,6203,22,0,1,0,1
1,1,27,0,0.207,0,6,0,0,0,0
1,0,39,0,0.2328,6833,9,0,1,0,1
0,0.1121,62,0,0.1249,6100,6,0,1,0,0
0,0.3773,31,0,0.3263,4670,11,0,1,0,1
0,0.0016,55,1,0.1624,4850,11,0,0,0,2
0,0.0541,65,0,0.6301,4000,20,0,2,0,0
0,1,33,0,0.1442,2398,4,0,0,0,0
0,0.9468,54,2,0.3893,2850,16,0,0,0,1
0,0,29,0,0.0593,7307,2,0,0,0,2
1,0,23,0,0,1500,1,0,0,1,0
0,0.1263,45,0,0.0655,7741,9,0,0,0,0
0,0.3049,53,0,0.3285,12143,17,0,3,0,0
0,0.5406,50,0,0.8521,6900,11,0,2,0,1
0,1,58,0,0.3666,9000,4,0,1,0,1
0,0.0063,73,0,0.5729,5358,6,0,1,0,1
0,0.1844,54,0,0.431,5083,13,0,2,0,3
0,0.4351,47,0,0.3263,2944,3,0,0,0,0
0,0.9571,37,0,0.374,10883,9,0,1,0,2
0,0.8336,49,0,0.1304,4704,10,0,2,0,2
0,0.1062,30,0,0.1058,3500,13,0,2,0,2
0,0.0631,58,1,0.2312,8299,7,0,2,0,2
0,0.0626,63,0,0.4633,4633,6,0,1,0,0
0,0.1827,32,0,0.1981,4416,6,0,0,0,1
0,0,44,1,0.3834,2500,14,0,1,3,0
0,1,36,1,0.6342,5117,7,0,2,0,3
0,0.041,55,0,0.1457,7523,10,0,1,0,1
0,0.6819,58,1,0.1947,2700,12,0,0,0,0
0,0.0071,77,0,0.1435,6008,18,0,0,0,0
0,0.0642,57,0,0.2916,7500,12,0,1,0,3
0,0.288,40,0,0.1861,15000,13,0,2,0,0
0,1,50,0,0.2837,2925,1,1,1,0,0
0,0.0408,43,0,0.2873,18000,13,0,2,0,4
0,0.0774,70,1,0.1704,3719,10,0,0,0,0
0,1,65,0,0.1657,3125,5,0,1,0,0
0,0.0362,60,0,0.0299,8238,5,0,1,0,0
0,0.6344,63,0,0.3829,4300,6,0,0,0,0
0,0.0168,40,0,0.1278,4786,10,0,2,0,0
0,0.0036,42,0,0.0006,5170,10,0,0,0,0
0,0.4529,48,2,0.5872,4900,11,0,2,0,2
0,0,42,0,0.1471,1454,4,0,0,0,0
0,0.7951,25,0,0.2516,3500,3,0,0,0,0
1,0.5586,46,0,0.2153,5400,3,0,1,0,1
0,0.0155,52,0,0.2017,7700,13,0,2,0,0
0,0.8242,55,0,0.3732,3817,9,0,1,0,0
0,0.012,59,0,0.1795,4200,7,0,1,0,1
0,1,59,0,0.1046,0,2,6,2,0,2
0,0.076,47,1,0.1464,1975,14,0,2,0,3
0,0.3961,50,0,0.4065,12700,25,0,2,0,2
0,0.0316,46,0,0.3,9200,8,0,2,0,3
1,0,45,2,0.0843,2895,2,0,0,0,2
0,0.0378,64,0,0.5627,5000,6,0,2,0,0
0,0.0457,44,1,0.2358,8200,8,0,2,0,0
0,0.419,49,0,0.5831,7066,11,0,1,0,3
0,0.4272,55,0,0.1387,3517,5,0,0,0,0
0,0.0004,57,0,0.0523,11666,6,0,2,0,1
0,0.0734,50,0,0.1205,6329,3,0,1,0,4
0,0.5874,53,0,0.2931,6280,7,0,3,0,0
0,0.0744,67,0,0.1526,3950,10,0,1,0,0
0,0.7259,63,0,0.2682,5652,4,0,1,0,1
0,0.147,42,1,0.3299,4624,11,0,0,0,1
0,0.376,59,0,0.1991,10000,10,0,2,0,1
0,0.2735,85,0,0.2827,1803,7,0,0,0,0
0,0.1086,49,0,0.0139,119000,6,0,2,0,0
0,0.5732,54,0,0.4932,5909,12,0,2,0,1
0,0.0077,47,0,0.0028,16500,22,0,0,0,3
0,0.0187,70,0,0.1061,6618,6,0,0,0,1
0,0.2237,50,0,0.1757,4666,6,0,0,0,0
0,0.7541,44,0,0.8589,2833,6,0,1,0,0
0,0.5742,43,0,0.924,5865,13,0,1,0,3
0,0,51,0,0.3397,5000,8,0,1,0,0
0,0.5664,52,0,0.3066,13142,13,0,2,0,2
1,0.5346,43,2,0.2911,10000,15,0,1,2,1
0,0.014,69,0,0.0745,4939,13,0,0,0,0
0,0.0087,62,0,0.1649,4164,12,0,2,0,1
0,0.3316,41,0,0.7173,8930,13,0,3,0,1
0,1,32,0,0.7438,3250,10,1,1,1,1
0,0.0529,43,1,0.2713,8583,17,0,2,0,4
0,0.511,40,0,0.1541,15266,9,0,2,0,0
1,0.1012,37,3,0.3337,4000,11,0,0,0,2
0,0.2526,64,1,0.1061,3600,22,0,0,0,0
0,0.467,48,0,0.2853,11350,10,0,1,0,1
0,0.7248,53,0,0.2288,2600,8,0,0,0,3
0,0.0254,63,0,0.0073,6000,12,0,0,0,0
0,0.0032,66,0,0.0015,8000,17,0,0,0,0
0,0.1598,51,0,0.2893,4790,11,0,1,0,0
0,0.4634,63,1,0.2065,6363,7,0,1,0,0
0,0.9209,69,1,0.8381,2080,12,0,2,0,0
0,0.0393,66,0,0.0119,8650,4,0,0,0,0
0,0.1414,57,1,0.2751,9383,11,0,2,0,1
0,0.0732,72,0,0.0396,4438,12,0,0,0,0
1,0.5954,32,1,0.1979,2000,6,2,0,2,0
0,0.4972,33,0,0.1025,2418,2,0,0,0,1
1,0.9718,35,0,0.3303,2000,4,0,0,1,0
0,0.0676,84,0,0.01,2000,4,0,0,0,0
0,0.0544,51,0,0.8168,5000,11,0,1,0,1
0,0.1627,31,0,0.1169,2000,2,0,0,0,0
0,0,30,0,0.5525,3583,5,0,2,0,0
0,0.0098,47,0,0.2988,3500,9,0,1,0,2
0,0.015,59,0,0.0082,10500,17,0,0,0,0
0,0.1071,51,0,0.3568,7000,13,0,2,0,2
0,0.3585,68,0,0.3834,4000,16,0,2,0,0
0,0.0501,37,0,0.69,0,6,0,0,0,4
0,0.0057,64,0,0.0007,6000,3,0,0,0,0
0,0.0084,71,0,0.4116,4481,9,0,1,0,0
0,0.0018,63,0,0,4500,4,0,0,0,2
0,1,66,1,0.0077,4150,0,1,0,0,0
0,0.2275,62,1,0.3379,8333,9,0,1,0,0
1,0.7007,37,0,0.3136,6000,12,0,0,0,0
0,0.1265,38,0,0.4057,4800,5,0,2,0,0
0,0,48,0,0.1233,14000,4,0,1,0,2
1,1,48,1,0.2883,5500,2,2,1,1,0
0,0.1176,43,0,0.2316,5400,6,0,1,0,3
0,0.6188,50,1,0.2986,5417,10,0,1,0,3
0,0.0472,33,0,0.4469,4834,6,0,1,0,0
0,0.0271,74,0,0.36,0,9,0,0,0,1
0,0.0184,79,0,0.1329,3431,8,0,0,0,0
0,0.4551,32,0,0.1721,4200,4,0,0,0,0
0,0.08,63,0,0.7103,4700,9,0,3,0,1
0,0,52,1,0,5890,4,2,0,0,0
0,1,35,1,0.4897,1900,6,0,0,0,0
0,0.227,58,0,0.4818,8779,16,0,4,0,0
0,0.0039,61,0,0.0606,11666,6,0,2,0,1
0,0.0252,64,0,0.4206,8333,3,0,1,0,3
0,0.9727,35,0,0.4458,3166,6,0,1,0,0
1,0.2038,30,0,0.007,3000,2,1,0,1,0
0,0.1076,77,0,0.5362,3600,9,0,1,0,0
0,0.3434,60,0,0.3697,10870,11,0,2,0,0
0,0.0846,63,1,0.1899,13583,13,0,2,0,0
0,0.6663,72,0,0.7522,5000,12,0,1,0,0
0,0.004,24,1,0.1759,3000,3,0,0,0,0
0,0.0155,80,0,0.0044,7224,10,0,0,0,1
0,0.2071,54,0,0.645,1,23,0,0,0,0
0,0.0051,73,0,0.0073,9203,11,0,0,0,0
0,0,28,0,0.2712,2226,5,0,0,0,0
0,0.0146,50,0,0.4273,5209,13,0,2,0,1
0,0.129,56,0,0.3426,4191,12,0,1,0,2
0,0.2645,42,0,0.3124,12033,11,0,2,0,2
0,0.1862,43,0,0.2842,10400,18,0,2,0,2
0,0.526,33,0,0.8053,8833,11,0,4,0,0
0,0.122,74,0,0.1119,0,7,0,0,1,0
0,0.3476,42,0,0.2744,4000,9,0,0,0,2
0,0.0511,60,0,0.0783,5516,11,0,0,0,1
1,0.7505,39,1,0.2876,3500,13,0,0,0,0
0,0.6117,47,0,0.3413,8566,6,0,1,0,3
0,0.5806,40,0,0.4886,2234,11,0,0,0,1
0,0.1095,56,0,0.1047,2120,12,0,0,0,0
0,0.0195,32,0,0.006,6000,5,0,0,0,0
0,0.9152,40,0,0.2361,7500,10,0,0,0,3
0,0.0164,69,0,0.98,2000,14,0,2,0,0
0,0.011,40,0,0.2734,4900,16,0,2,0,2
0,0.3921,42,0,0.357,5024,18,0,0,0,0
0,0.7103,48,0,0.2189,15000,10,0,6,0,0
0,0.0508,69,0,0.0171,4500,5,0,0,0,0
0,1,43,0,0,2250,1,1,0,0,0
0,0.1186,54,0,0.0724,10362,8,0,1,0,0
0,0.5014,60,0,0.49,4240,11,0,0,0,0
0,0.3171,60,0,0.5136,5955,6,0,1,0,2
0,0,83,0,0,2940,6,0,0,0,0
0,1,24,0,0.121,1800,3,0,0,0,0
0,0.1654,48,0,0.4851,9748,11,0,3,0,0
0,0,56,0,0.2787,2080,4,0,0,0,0
0,0.0377,61,0,0.0017,3500,1,0,0,0,0
0,0.147,56,1,0.1144,3714,6,0,0,0,0
0,0.0424,56,0,0.224,4883,6,0,1,0,2
0,0.0331,85,0,0.0071,8592,8,0,0,0,1
0,0.0476,46,0,0.3786,3050,9,0,1,0,1
1,0.1017,39,2,0.7537,4875,17,0,1,0,1
0,0.4772,65,0,0.5059,5700,9,0,1,0,0
0,0.9555,72,0,0.3146,6300,6,0,1,0,1
0,0.0231,40,0,0.0022,4576,1,0,0,0,2
0,0.4538,51,0,0.5997,6029,4,0,2,0,3
0,0.9282,30,1,0.027,5147,1,0,0,0,3
0,0.7796,52,0,0.9218,2850,8,0,1,0,0
0,0.055,49,0,0.2084,9166,5,0,1,0,0
0,1,56,0,0.2581,4250,2,0,1,0,0
0,0.6459,30,0,0.4734,4150,12,0,0,0,2
0,0.3039,39,0,0.3226,3400,5,0,1,0,0
0,0.8009,58,0,0.1114,2719,10,0,1,0,0
0,0.0324,41,0,0.2964,7900,8,0,2,0,2
0,0.1587,25,0,0.5702,2000,7,0,1,0,0
0,0.1197,39,0,0.0415,3250,13,0,0,0,1
0,1,32,0,0.1253,1835,3,0,0,0,0
0,0,54,0,0.1163,3000,9,0,0,0,0
0,0.0467,51,0,0.2704,10972,11,0,2,0,3
0,0.0052,75,0,0.3746,701,8,0,0,0,0
0,0.2281,44,0,0.337,7200,8,0,1,0,2
0,0.063,64,0,0.0543,18333,6,0,1,0,0
0,0.03,79,0,0.4867,8333,13,0,3,0,1
0,0,49,0,0.1716,5000,8,0,0,0,0
0,0.2346,54,0,0.0847,5616,10,0,0,0,1
0,0.4944,31,0,0.5025,3030,7,0,1,0,0
0,0.0443,48,0,0.2077,11000,8,0,2,0,1
0,0.4164,43,0,0.3038,6333,10,0,1,0,2
0,0.0237,36,0,0.2171,5600,9,0,1,0,0
0,1,73,0,0.1829,2016,3,0,0,0,0
0,0.0853,55,1,0.2907,8850,10,0,2,0,0
0,0.5865,63,0,0.1087,4166,4,0,0,0,0
1,0,28,0,0.012,4000,1,1,0,0,0
0,0.5835,24,0,0.7453,792,4,0,0,0,0
0,0.1811,71,0,0.1295,4701,4,0,0,0,0
1,0.7014,48,2,0.3313,5000,14,0,1,0,1
0,0.0343,72,0,0.0686,6919,12,0,0,0,0
0,1,47,1,0.3134,12304,3,0,2,0,2
0,0.3323,44,0,0.4115,7800,11,0,1,0,0
0,0.0565,40,0,0.3232,14000,12,0,1,0,0
0,0.0969,42,0,0.1286,7306,7,0,0,0,1
1,1,41,4,0.5156,3500,6,0,0,2,3
1,0.8594,43,0,0.217,2700,5,0,0,0,0
0,0.8761,46,5,0.1135,2526,15,3,1,0,2
0,0.392,38,1,0.3421,6020,7,0,2,0,3
0,0.0474,67,0,0.208,4383,9,0,1,0,0
0,0.8402,44,3,0.9427,5202,11,1,1,1,1
1,0.3493,60,0,0.266,7000,14,0,0,0,2
0,0.7925,37,0,0.1211,1,6,0,1,0,3
0,0.5591,47,0,0.8281,1500,8,0,0,0,1
0,0.6793,47,0,0.1531,6203,16,0,0,0,2
0,0.5452,65,0,0.8499,7000,14,0,2,0,0
0,0.1018,33,1,0.2453,7708,6,0,0,0,1
0,0.1838,40,0,0.1973,5416,6,0,1,0,0
0,0.102,55,1,0.141,3900,12,0,2,0,0
0,0.0355,69,0,0.1593,3000,4,0,2,0,0
0,1,31,0,0.458,3626,5,0,1,0,1
0,0.8637,28,0,0.1713,3986,3,0,0,0,0
0,0.1328,61,0,0.0306,7000,7,0,1,0,1
0,0.8914,57,1,0.2097,11000,5,0,2,0,0
0,0.4297,59,3,0.2016,13420,13,0,2,0,2
0,1,53,0,0.062,4500,5,0,0,0,1
0,0.2061,57,0,0.1826,3833,7,0,2,0,0
0,1,38,0,0.1162,960,4,0,1,0,3
0,0.019,65,0,0.2624,5700,5,0,1,0,0
0,0.0249,45,0,0.9009,2208,14,0,2,0,3
0,0.3608,36,0,0.3055,3642,18,0,0,0,1
0,0.0167,45,0,0.687,3600,18,0,2,0,2
0,0.9612,65,1,0.0714,3600,6,1,0,0,0
0,0.4607,63,0,0.3595,8333,7,0,2,0,0
0,1,40,0,0.1932,21500,5,0,1,0,2
0,0.4959,60,0,0.5095,12000,22,0,2,0,0
1,0.1567,21,1,0.0375,1118,4,0,0,0,0
0,0.5958,44,0,0.2995,8333,11,0,2,0,0
0,0,81,0,0,3522,4,0,0,0,1
0,0.1294,58,0,0.6151,4000,4,0,1,0,0
0,0.3722,72,0,0.4466,2050,8,0,1,0,0
0,0.9043,34,0,0.291,2700,9,0,0,0,0
1,0.1052,65,0,0.5556,1133,5,0,0,0,0
0,0.2791,50,0,0.2194,7200,15,0,0,0,1
0,0.0595,44,0,0.0485,16000,14,0,0,0,0
0,0.0642,61,0,0.0266,4171,7,0,0,0,0
0,0.0095,63,0,0.0008,11282,8,0,0,0,1
0,0.0106,77,0,0.1914,5804,10,0,2,0,0
0,0.2856,64,0,0.1403,5866,7,0,0,0,0
0,0.924,57,0,0.5604,6691,10,0,1,0,3
0,0.0157,51,5,0.1087,3585,16,0,2,0,2
0,0.0258,33,0,0.7195,5208,8,0,2,0,0
0,0.0143,68,0,0.012,4166,11,0,0,0,1
0,0.0608,41,0,0.0065,9643,3,0,0,0,0
0,0.1081,73,0,0.1568,8200,8,0,1,0,0
0,0.4525,56,0,0.9604,3583,12,0,1,0,0
0,0.0227,55,0,0.1879,5833,18,0,2,0,1
0,0.7126,55,0,0.592,5744,11,0,1,0,0
0,0.1314,55,0,0.5464,5208,14,0,1,0,3
0,0.0525,65,0,0.1129,4969,5,0,0,0,0
0,0.201,48,2,0.3241,5800,9,0,2,0,2
0,0.76,49,1,0.3126,13384,8,0,2,0,2
1,0.382,43,0,0.0294,5100,10,0,0,0,0
0,0.1415,41,1,0.206,4500,3,0,0,0,0
0,0.0011,45,0,0.3066,4083,5,0,2,0,1
0,0.246,72,0,0.0113,5500,3,0,0,0,0
0,0.8795,44,0,0.8381,3600,8,0,1,0,3
0,0.0653,72,0,0.0424,2500,8,0,0,0,0
0,0.4792,67,0,0.4823,10000,18,0,3,0,0
0,0,38,0,0.1533,5291,9,0,2,0,0
0,0.034,48,0,0.4197,1500,5,0,1,0,1
0,0.0115,60,0,0.2451,18128,11,0,2,0,0
0,0.0019,44,0,0.953,2916,4,0,2,0,0
0,0.1217,58,0,0.8067,5535,26,0,2,0,0
0,0.2885,33,0,0.2151,7419,8,0,1,0,0
0,0.0671,52,0,0.4783,6300,6,0,2,0,0
0,0,57,0,0.8223,5693,17,0,2,0,1
0,1,28,0,0.0797,1504,2,0,0,0,1
0,0.0507,64,0,0.0217,3133,7,0,0,0,0
0,0.4245,38,0,0.1928,2800,3,0,0,0,0
0,0.0161,78,0,0.3191,4192,7,0,1,0,0
0,0.0552,61,0,0.9205,19000,4,0,1,0,1
0,0.0118,37,0,0.4373,5590,11,0,3,0,2
0,0.2802,70,0,0.2542,3000,2,0,1,0,1
1,0.944,32,0,0.6502,4482,12,0,1,0,2
0,0.3187,33,0,0.1087,1200,9,0,1,1,1
0,0.1004,56,4,0.6992,8381,16,0,2,0,1
0,0.0096,61,0,0.0018,3283,4,0,0,0,0
0,0.9486,28,0,0.2871,3500,13,0,0,0,1
0,0.0226,57,0,0.0094,8000,9,0,0,0,0
0,0.6249,63,0,0.3487,10946,10,0,2,0,0
0,1,51,0,0.0326,1900,1,0,0,0,0
0,0.0424,64,0,0.2231,5500,4,0,1,0,1
0,0.0174,38,0,0.719,1700,18,0,0,0,2
0,0.2755,39,0,0.1182,8000,12,0,0,0,0
0,0.0037,58,0,0.2856,0,18,0,1,0,0
0,0.8092,39,1,0.3288,11333,12,0,1,1,1
0,0.64,39,0,0.4765,5000,12,0,3,0,0
0,0.0838,40,0,0.2956,8050,8,0,2,0,2
1,0.6496,37,1,0.2182,9500,7,0,1,0,2
0,0.2725,50,0,0.514,4100,11,0,1,0,0
0,0.1805,56,1,0.0633,3456,8,0,0,0,1
0,0,64,0,0,4500,2,0,0,0,0
0,1,44,0,0,1200,0,0,0,0,1
0,1,23,0,0,1,1,0,0,0,0
0,0.1116,56,0,0.2287,9733,7,0,2,0,4
0,0.0356,65,0,0.0952,4800,6,0,0,0,1
0,0.1766,44,1,0.2268,6058,6,0,2,0,2
1,1,54,0,0.7789,9414,11,0,4,1,0
0,0.0661,50,0,0.0216,5358,2,0,1,0,0
0,0.1056,73,0,0.0378,6933,11,0,0,0,1
0,0.146,70,0,0.0272,8333,5,0,0,0,0
0,0.3514,46,0,0.8446,5000,10,0,1,0,3
0,0.394,80,0,0.9869,7200,17,0,2,0,1
0,0.0396,70,1,0.2142,1306,7,0,0,0,0
0,0.051,50,0,0.1856,6000,12,0,1,0,3
0,0.5682,62,0,0.2974,7952,9,0,2,0,1
0,0.937,37,0,0.179,3116,9,0,0,0,5
0,0.0695,61,0,0.5027,8616,18,0,3,0,1
0,0.2509,48,0,0.2069,4000,7,0,0,0,1
0,1,41,0,0,2200,0,1,0,0,5
0,0,77,0,0,9476,5,0,0,0,0
0,0.0196,69,0,0.0041,12000,14,0,0,0,0
0,0.6762,52,0,0.2086,4400,11,0,0,0,1
0,0.553,33,0,0.2355,2700,6,0,0,0,1
0,0.7821,49,0,0.3435,8272,10,0,0,0,2
0,1,47,0,0.1239,13530,4,0,1,0,2
0,0.8212,51,0,0.0186,15483,1,0,0,0,0
0,0.0246,29,0,0.579,3080,8,0,2,0,1
0,0.037,35,0,0.2237,1250,8,0,2,0,0
0,0.4231,33,0,0.2844,4580,4,0,1,0,0
0,0.4428,39,1,0.9512,2992,4,0,1,0,2
0,0.5705,31,0,0.7755,3434,6,0,1,0,1
0,0.626,29,0,0.2588,5200,13,1,1,0,1
0,0.004,67,0,0.563,0,6,0,0,0,0
0,0.9457,59,0,0.192,5000,5,0,0,0,0
0,0.0028,34,0,0.2731,5833,8,0,1,0,0
0,0.1434,51,0,0.2298,15308,19,0,3,0,3
0,0.4414,33,0,0.2634,4266,7,0,0,0,0
0,0.6894,64,0,0.9461,10100,14,0,4,0,0
0,0.0312,80,0,0.0023,9397,5,0,0,0,0
0,0.4925,39,0,0.4314,5416,9,0,2,0,3
0,0.0566,24,0,0.1762,2400,7,0,0,0,0
0,1,41,0,0.098,7200,4,0,0,0,0
0,0.8711,47,0,0.2985,13000,7,0,2,0,0
0,0.7733,36,1,0.4073,850,12,0,2,0,4
0,0.7495,68,0,0.8053,3430,9,0,2,0,0
0,0.6833,37,0,0.4165,5010,10,0,0,0,1
0,0.2968,62,0,0.5572,15425,8,0,3,0,0
1,0.003,40,1,0.3705,3100,15,0,1,1,0
0,0.2292,44,0,0.3171,7750,7,0,2,0,2
0,0.6166,37,0,0.763,6000,6,0,1,0,1
0,0,51,0,0.24,0,10,0,1,0,0
0,0.0138,71,0,0.0158,26800,16,0,1,0,0
0,0.0004,64,0,0.2418,3874,7,0,1,0,0
0,0.9884,47,0,0.6141,4200,10,0,2,0,1
0,1,31,0,0.8601,1400,4,0,1,0,0
0,0.6271,44,0,0.7537,3625,8,0,2,0,3
0,0.4673,45,1,0.2781,10986,10,0,2,0,0
0,0.1634,53,0,0.0421,4915,4,0,0,0,1
0,0.0756,67,0,0.1246,3032,8,0,1,0,0
1,0.9023,46,2,0.1864,8200,6,0,0,0,1
1,1,57,3,0.4993,6916,4,1,1,0,0
0,0.0056,39,0,0.2719,3000,8,0,1,0,0
0,0.3111,45,0,0.021,9220,4,0,0,0,4
1,0.1423,41,0,0.238,3550,6,1,0,6,4
1,0.8073,41,1,0.4825,5166,5,5,0,0,2
0,0.1422,34,0,0.2806,4200,8,0,0,0,0
0,0.0559,44,0,0.2893,7141,11,0,2,0,0
0,0.0035,41,0,0.7521,4166,10,0,2,0,2
0,0.0724,42,0,0.3592,9000,8,0,2,0,1
0,1,24,0,0,0,0,0,0,0,0
0,0.3767,36,0,0.056,4300,4,0,0,0,0
0,0.4485,44,2,0.1903,2500,9,1,0,0,4
0,1,70,0,0.2307,13583,5,0,1,0,0
0,0.2768,70,0,0.3682,9173,5,0,1,0,1
0,0.0246,63,0,0.1363,4166,18,0,0,0,0
0,0.5554,41,0,0.3479,14050,8,0,3,0,0
0,0.0595,34,0,0.0728,2500,5,0,0,0,1
0,0.3118,62,0,0.0814,11400,6,0,1,0,2
1,0.9809,43,1,0.2109,5600,6,0,1,0,0
0,0.1085,34,0,0.159,3043,3,0,0,0,0
0,0.024,90,0,0.0006,6500,2,0,0,0,0
0,0.1307,27,0,0.5404,3700,10,0,1,0,0
0,0.1174,55,0,0.4569,5830,11,0,1,0,1
0,0.0353,59,0,0.3775,8960,11,0,2,0,0
0,0,50,0,0.5633,3189,9,0,2,0,0
0,0.0249,37,0,0.2475,7083,9,0,1,0,2
0,1,46,0,0.0791,2300,2,0,0,0,2
0,1,29,0,0.0894,1039,1,0,0,0,1
0,0,50,0,0.6743,3250,8,0,2,0,2
0,0.1258,55,0,0.1586,10416,12,0,2,0,0
0,0.3276,41,0,0.4401,5200,8,0,1,0,0
0,0.1105,26,2,0.2965,1800,5,0,0,0,0
0,0.0109,47,0,0.4161,21249,11,0,3,0,2
0,0.6108,48,1,0.6152,5342,12,0,4,0,2
0,0.4528,60,0,0.5515,34583,19,0,7,0,0
0,0.8634,48,0,0.2748,1200,6,0,0,0,0
0,0.0442,55,0,0.3091,5120,8,0,1,0,2
0,0.0669,83,0,0.0697,5766,20,0,0,0,0
0,0.8979,29,0,0.449,3333,12,0,1,1,0
0,0.3504,48,0,0.2311,24375,6,0,1,0,4
0,0.4628,61,0,0.1245,8150,8,0,0,0,0
1,0.1188,62,2,0.3348,8300,5,2,2,1,0
0,0.0414,66,0,0.0047,7025,1,0,0,0,0
0,0.0595,39,0,0.7819,3200,13,0,1,0,2
0,0.4843,33,0,0.4485,8750,4,0,1,0,0
0,0,45,0,0.2502,13000,9,0,2,0,5
0,0.1163,48,0,0.0844,1800,11,0,0,0,2
0,0.0079,58,0,0.2891,10000,10,0,2,0,0
0,0.6911,31,1,0.3651,4600,9,0,1,0,1
0,0.0401,66,0,0.1884,17738,17,0,2,0,0
0,0.0019,51,0,0.7678,2889,12,0,2,0,2
0,0.1174,66,0,0.5785,5690,13,0,1,0,0
0,0.0102,57,0,0.1751,2518,11,0,0,0,0
0,0.3507,63,0,0.1869,4728,7,0,0,0,1
0,0.0993,75,0,0.2766,4500,9,0,1,0,0
0,0.0071,54,0,0.0967,7665,4,0,1,0,3
0,0.0002,56,0,0.6196,5935,10,0,2,0,1
0,0.7968,35,2,0.0048,3100,8,1,0,1,4
0,0.205,51,0,0.4442,9800,10,0,1,0,1
0,0.2291,45,0,0.235,7000,11,0,0,0,3
0,0.5558,37,0,0.2043,1350,8,0,2,0,2
0,0.4054,40,0,0.1776,4041,4,0,0,1,2
0,0.1651,27,0,0.1728,1000,7,0,0,0,0
0,0.1799,49,0,0.3836,4770,7,0,2,0,2
0,0.1823,45,0,0.3787,7916,18,0,1,0,0
0,0.0095,81,0,0.1336,6820,14,0,1,0,0
1,0.5537,31,1,0.2468,3030,5,0,0,1,0
0,0.4209,74,0,0.697,3600,7,0,1,0,0
0,0.9203,29,1,0.154,5200,5,0,0,0,0
0,0.0721,53,0,0.3827,9000,8,0,1,0,0
0,0.0412,47,0,0.6624,3000,12,0,2,1,2
0,0,57,0,0.1562,4166,3,0,1,0,0
0,0.6323,61,0,0.3407,2720,4,1,1,0,0
0,0,36,0,0.0759,5018,2,0,0,0,1
0,0.2725,37,0,0.428,2263,5,0,1,0,1
0,0.036,31,0,0.1546,3000,5,0,0,0,0
0,0.0838,70,0,0.1215,12965,8,0,1,0,1
1,0.1009,46,3,0.5025,3750,5,0,0,0,4
1,0.1401,56,2,0.11,5416,52,0,2,0,0
0,0.0289,50,0,0.3897,10833,5,0,1,0,0
0,0,61,0,0.2021,8300,4,0,1,0,0
0,0.014,36,0,0.0163,5567,7,0,0,0,3
0,0.4197,28,0,0.1555,1800,3,0,0,0,0
